id,provider,session_id,timestamp,input_tokens,output_tokens,cache_creation_tokens,cache_read_tokens,total_tokens,estimated_cost,usage_percent,reset_at,accuracy,source,metadata_json
485,claude,87,2026-05-11T22:57:47.797000+00:00,7,210,478,56921,217,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED]\\subagents\\agent-a304a55b99e3cddf9.jsonl""}"
486,claude,87,2026-05-11T22:57:50.332000+00:00,7,2,953,57399,9,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED]\\subagents\\agent-a304a55b99e3cddf9.jsonl""}"
487,claude,87,2026-05-11T22:57:50.807000+00:00,7,2,953,57399,9,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED]\\subagents\\agent-a304a55b99e3cddf9.jsonl""}"
488,claude,87,2026-05-11T22:57:51.210000+00:00,7,226,953,57399,233,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED]\\subagents\\agent-a304a55b99e3cddf9.jsonl""}"
489,claude,87,2026-05-11T22:57:53.276000+00:00,7,2,851,58352,9,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED]\\subagents\\agent-a304a55b99e3cddf9.jsonl""}"
490,claude,87,2026-05-11T22:57:53.826000+00:00,7,2,851,58352,9,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED]\\subagents\\agent-a304a55b99e3cddf9.jsonl""}"
491,claude,87,2026-05-11T22:57:54.237000+00:00,7,231,851,58352,238,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED]\\subagents\\agent-a304a55b99e3cddf9.jsonl""}"
492,claude,87,2026-05-11T22:57:55.933000+00:00,7,8,395,59203,15,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED]\\subagents\\agent-a304a55b99e3cddf9.jsonl""}"
493,claude,87,2026-05-11T22:57:56.222000+00:00,7,104,395,59203,111,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED]\\subagents\\agent-a304a55b99e3cddf9.jsonl""}"
494,claude,87,2026-05-11T22:57:57.514000+00:00,6,108,200,59598,114,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED]\\subagents\\agent-a304a55b99e3cddf9.jsonl""}"
495,claude,87,2026-05-11T22:57:57.562000+00:00,6,108,200,59598,114,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED]\\subagents\\agent-a304a55b99e3cddf9.jsonl""}"
496,claude,87,2026-05-11T22:57:58.968000+00:00,6,2,561,59798,8,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED]\\subagents\\agent-a304a55b99e3cddf9.jsonl""}"
497,claude,87,2026-05-11T22:57:59.413000+00:00,6,2,561,59798,8,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED]\\subagents\\agent-a304a55b99e3cddf9.jsonl""}"
498,claude,87,2026-05-11T22:58:00.031000+00:00,6,248,561,59798,254,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED]\\subagents\\agent-a304a55b99e3cddf9.jsonl""}"
499,claude,87,2026-05-11T22:58:02.773000+00:00,1281,1,339,60359,1282,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED]\\subagents\\agent-a304a55b99e3cddf9.jsonl""}"
500,claude,87,2026-05-11T22:58:03.206000+00:00,1281,1,339,60359,1282,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED]\\subagents\\agent-a304a55b99e3cddf9.jsonl""}"
501,claude,87,2026-05-11T22:58:03.653000+00:00,1281,215,339,60359,1496,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED]\\subagents\\agent-a304a55b99e3cddf9.jsonl""}"
502,claude,87,2026-05-11T22:58:06.960000+00:00,7,2,2285,60698,9,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED]\\subagents\\agent-a304a55b99e3cddf9.jsonl""}"
503,claude,87,2026-05-11T22:58:07.328000+00:00,7,2,2285,60698,9,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED]\\subagents\\agent-a304a55b99e3cddf9.jsonl""}"
504,claude,87,2026-05-11T22:58:07.838000+00:00,7,239,2285,60698,246,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED]\\subagents\\agent-a304a55b99e3cddf9.jsonl""}"
505,claude,87,2026-05-11T22:58:10.432000+00:00,594,7,326,62983,601,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED]\\subagents\\agent-a304a55b99e3cddf9.jsonl""}"
506,claude,87,2026-05-11T22:58:10.885000+00:00,594,7,326,62983,601,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED]\\subagents\\agent-a304a55b99e3cddf9.jsonl""}"
507,claude,87,2026-05-11T22:58:11.239000+00:00,594,203,326,62983,797,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED]\\subagents\\agent-a304a55b99e3cddf9.jsonl""}"
508,claude,87,2026-05-11T22:58:13.049000+00:00,733,2,1246,63309,735,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED]\\subagents\\agent-a304a55b99e3cddf9.jsonl""}"
509,claude,87,2026-05-11T22:58:13.694000+00:00,733,2,1246,63309,735,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED]\\subagents\\agent-a304a55b99e3cddf9.jsonl""}"
510,claude,87,2026-05-11T22:58:14.171000+00:00,733,257,1246,63309,990,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED]\\subagents\\agent-a304a55b99e3cddf9.jsonl""}"
511,claude,87,2026-05-11T22:58:51.126000+00:00,503,4040,1052,64555,4543,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED]\\subagents\\agent-a304a55b99e3cddf9.jsonl""}"
512,claude,87,2026-05-11T16:41:12.077000+00:00,3,123,1138,30075,126,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED]\\subagents\\agent-a489e3ead41c9d4a9.jsonl""}"
513,claude,87,2026-05-11T16:41:12.143000+00:00,3,123,1138,30075,126,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED]\\subagents\\agent-a489e3ead41c9d4a9.jsonl""}"
514,claude,87,2026-05-11T16:41:13.812000+00:00,5,2,2143,31213,7,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED]\\subagents\\agent-a489e3ead41c9d4a9.jsonl""}"
515,claude,87,2026-05-11T16:41:14.035000+00:00,5,103,2143,31213,108,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED]\\subagents\\agent-a489e3ead41c9d4a9.jsonl""}"
516,claude,87,2026-05-11T16:41:15.889000+00:00,6,68,126,33356,74,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED]\\subagents\\agent-a489e3ead41c9d4a9.jsonl""}"
517,claude,87,2026-05-11T16:41:17.252000+00:00,6,2,92,33482,8,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED]\\subagents\\agent-a489e3ead41c9d4a9.jsonl""}"
518,claude,87,2026-05-11T16:41:17.488000+00:00,6,100,92,33482,106,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED]\\subagents\\agent-a489e3ead41c9d4a9.jsonl""}"
519,claude,87,2026-05-11T16:41:19.699000+00:00,5,2,3977,33574,7,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED]\\subagents\\agent-a489e3ead41c9d4a9.jsonl""}"
520,claude,87,2026-05-11T16:41:20.180000+00:00,5,2,3977,33574,7,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED]\\subagents\\agent-a489e3ead41c9d4a9.jsonl""}"
521,claude,87,2026-05-11T16:41:20.363000+00:00,5,2,3977,33574,7,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED]\\subagents\\agent-a489e3ead41c9d4a9.jsonl""}"
522,claude,87,2026-05-11T16:41:20.880000+00:00,5,2,3977,33574,7,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED]\\subagents\\agent-a489e3ead41c9d4a9.jsonl""}"
523,claude,87,2026-05-11T16:41:23.219000+00:00,6,2,1647,37551,8,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED]\\subagents\\agent-a489e3ead41c9d4a9.jsonl""}"
524,claude,87,2026-05-11T16:41:23.633000+00:00,6,2,1647,37551,8,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED]\\subagents\\agent-a489e3ead41c9d4a9.jsonl""}"
525,claude,87,2026-05-11T16:41:23.851000+00:00,6,2,1647,37551,8,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED]\\subagents\\agent-a489e3ead41c9d4a9.jsonl""}"
526,claude,87,2026-05-11T16:41:24.107000+00:00,6,311,1647,37551,317,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED]\\subagents\\agent-a489e3ead41c9d4a9.jsonl""}"
527,claude,87,2026-05-11T16:41:26.210000+00:00,6,2,4463,39198,8,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED]\\subagents\\agent-a489e3ead41c9d4a9.jsonl""}"
528,claude,87,2026-05-11T16:41:27.056000+00:00,6,2,4463,39198,8,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED]\\subagents\\agent-a489e3ead41c9d4a9.jsonl""}"
529,claude,87,2026-05-11T16:41:27.739000+00:00,6,327,4463,39198,333,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED]\\subagents\\agent-a489e3ead41c9d4a9.jsonl""}"
530,claude,87,2026-05-11T16:41:29.471000+00:00,6,2,3276,43661,8,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED]\\subagents\\agent-a489e3ead41c9d4a9.jsonl""}"
531,claude,87,2026-05-11T16:41:29.925000+00:00,6,2,3276,43661,8,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED]\\subagents\\agent-a489e3ead41c9d4a9.jsonl""}"
532,claude,87,2026-05-11T16:41:30.591000+00:00,6,2,3276,43661,8,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED]\\subagents\\agent-a489e3ead41c9d4a9.jsonl""}"
533,claude,87,2026-05-11T16:41:30.876000+00:00,6,360,3276,43661,366,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED]\\subagents\\agent-a489e3ead41c9d4a9.jsonl""}"
534,claude,87,2026-05-11T16:41:32.694000+00:00,923,2,3922,46937,925,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED]\\subagents\\agent-a489e3ead41c9d4a9.jsonl""}"
535,claude,87,2026-05-11T16:41:33.116000+00:00,923,2,3922,46937,925,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED]\\subagents\\agent-a489e3ead41c9d4a9.jsonl""}"
536,claude,87,2026-05-11T16:41:33.755000+00:00,923,2,3922,46937,925,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED]\\subagents\\agent-a489e3ead41c9d4a9.jsonl""}"
537,claude,87,2026-05-11T16:41:34.195000+00:00,923,405,3922,46937,1328,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED]\\subagents\\agent-a489e3ead41c9d4a9.jsonl""}"
538,claude,87,2026-05-11T16:41:36.171000+00:00,6,2,3693,50859,8,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED]\\subagents\\agent-a489e3ead41c9d4a9.jsonl""}"
539,claude,87,2026-05-11T16:41:37.075000+00:00,6,2,3693,50859,8,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED]\\subagents\\agent-a489e3ead41c9d4a9.jsonl""}"
540,claude,87,2026-05-11T16:41:37.306000+00:00,6,282,3693,50859,288,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED]\\subagents\\agent-a489e3ead41c9d4a9.jsonl""}"
541,claude,87,2026-05-11T16:41:39.027000+00:00,1347,2,562,54552,1349,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED]\\subagents\\agent-a489e3ead41c9d4a9.jsonl""}"
542,claude,87,2026-05-11T16:41:39.468000+00:00,1347,149,562,54552,1496,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED]\\subagents\\agent-a489e3ead41c9d4a9.jsonl""}"
543,claude,87,2026-05-11T16:41:42.196000+00:00,4,2,1510,55114,6,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED]\\subagents\\agent-a489e3ead41c9d4a9.jsonl""}"
544,claude,87,2026-05-11T16:41:42.653000+00:00,4,2,1510,55114,6,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED]\\subagents\\agent-a489e3ead41c9d4a9.jsonl""}"
545,claude,87,2026-05-11T16:41:42.852000+00:00,4,204,1510,55114,208,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED]\\subagents\\agent-a489e3ead41c9d4a9.jsonl""}"
546,claude,87,2026-05-11T16:41:44.731000+00:00,5,2,664,56624,7,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED]\\subagents\\agent-a489e3ead41c9d4a9.jsonl""}"
547,claude,87,2026-05-11T16:41:45.585000+00:00,5,2,664,56624,7,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED]\\subagents\\agent-a489e3ead41c9d4a9.jsonl""}"
548,claude,87,2026-05-11T16:41:46.126000+00:00,5,2,664,56624,7,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED]\\subagents\\agent-a489e3ead41c9d4a9.jsonl""}"
549,claude,87,2026-05-11T16:41:51.087000+00:00,5,2,985,57288,7,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED]\\subagents\\agent-a489e3ead41c9d4a9.jsonl""}"
550,claude,87,2026-05-11T16:41:51.736000+00:00,5,2,985,57288,7,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED]\\subagents\\agent-a489e3ead41c9d4a9.jsonl""}"
551,claude,87,2026-05-11T16:41:51.897000+00:00,5,277,985,57288,282,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED]\\subagents\\agent-a489e3ead41c9d4a9.jsonl""}"
552,claude,87,2026-05-11T16:41:56.591000+00:00,1139,2,394,58273,1141,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED]\\subagents\\agent-a489e3ead41c9d4a9.jsonl""}"
553,claude,87,2026-05-11T16:41:57.329000+00:00,1139,2,394,58273,1141,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED]\\subagents\\agent-a489e3ead41c9d4a9.jsonl""}"
554,claude,87,2026-05-11T16:41:57.674000+00:00,1139,2,394,58273,1141,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED]\\subagents\\agent-a489e3ead41c9d4a9.jsonl""}"
555,claude,87,2026-05-11T16:41:58.466000+00:00,1139,377,394,58273,1516,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED]\\subagents\\agent-a489e3ead41c9d4a9.jsonl""}"
556,claude,87,2026-05-11T16:42:03.648000+00:00,5,2,3889,58667,7,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED]\\subagents\\agent-a489e3ead41c9d4a9.jsonl""}"
557,claude,87,2026-05-11T16:42:03.882000+00:00,5,2,3889,58667,7,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED]\\subagents\\agent-a489e3ead41c9d4a9.jsonl""}"
558,claude,87,2026-05-11T16:42:04.635000+00:00,5,315,3889,58667,320,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED]\\subagents\\agent-a489e3ead41c9d4a9.jsonl""}"
559,claude,87,2026-05-11T16:42:09.309000+00:00,5,2,2240,62556,7,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED]\\subagents\\agent-a489e3ead41c9d4a9.jsonl""}"
560,claude,87,2026-05-11T16:42:10.106000+00:00,5,135,2240,62556,140,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED]\\subagents\\agent-a489e3ead41c9d4a9.jsonl""}"
561,claude,87,2026-05-11T16:42:12.024000+00:00,4,45,187,64796,49,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED]\\subagents\\agent-a489e3ead41c9d4a9.jsonl""}"
562,claude,87,2026-05-11T16:42:12.638000+00:00,4,250,187,64796,254,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED]\\subagents\\agent-a489e3ead41c9d4a9.jsonl""}"
563,claude,87,2026-05-11T16:42:17.292000+00:00,5,4,658,64983,9,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED]\\subagents\\agent-a489e3ead41c9d4a9.jsonl""}"
564,claude,87,2026-05-11T16:42:17.486000+00:00,5,125,658,64983,130,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED]\\subagents\\agent-a489e3ead41c9d4a9.jsonl""}"
565,claude,87,2026-05-11T16:42:19.380000+00:00,4,2,2519,65641,6,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED]\\subagents\\agent-a489e3ead41c9d4a9.jsonl""}"
566,claude,87,2026-05-11T16:42:19.990000+00:00,4,153,2519,65641,157,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED]\\subagents\\agent-a489e3ead41c9d4a9.jsonl""}"
567,claude,87,2026-05-11T16:43:18.772000+00:00,4,38,530,68160,42,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED]\\subagents\\agent-a489e3ead41c9d4a9.jsonl""}"
568,claude,87,2026-05-11T16:43:19.063000+00:00,4,200,530,68160,204,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED]\\subagents\\agent-a489e3ead41c9d4a9.jsonl""}"
569,claude,87,2026-05-11T16:43:20.873000+00:00,5,2,1649,68690,7,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED]\\subagents\\agent-a489e3ead41c9d4a9.jsonl""}"
570,claude,87,2026-05-11T16:43:21.357000+00:00,5,124,1649,68690,129,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED]\\subagents\\agent-a489e3ead41c9d4a9.jsonl""}"
571,claude,87,2026-05-11T16:43:23.722000+00:00,3,1,288,70339,4,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED]\\subagents\\agent-a489e3ead41c9d4a9.jsonl""}"
572,claude,87,2026-05-11T16:43:23.974000+00:00,3,112,288,70339,115,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED]\\subagents\\agent-a489e3ead41c9d4a9.jsonl""}"
573,claude,87,2026-05-11T16:43:25.906000+00:00,3,95,210,70627,98,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED]\\subagents\\agent-a489e3ead41c9d4a9.jsonl""}"
574,claude,87,2026-05-11T16:43:27.668000+00:00,2,87,114,70837,89,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED]\\subagents\\agent-a489e3ead41c9d4a9.jsonl""}"
575,claude,87,2026-05-11T16:43:32.150000+00:00,2,2,185,70951,4,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED]\\subagents\\agent-a489e3ead41c9d4a9.jsonl""}"
576,claude,87,2026-05-11T16:43:32.349000+00:00,2,96,185,70951,98,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED]\\subagents\\agent-a489e3ead41c9d4a9.jsonl""}"
577,claude,87,2026-05-11T16:43:37.356000+00:00,2,2,3972,71136,4,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED]\\subagents\\agent-a489e3ead41c9d4a9.jsonl""}"
578,claude,87,2026-05-11T16:43:37.809000+00:00,2,2,3972,71136,4,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED]\\subagents\\agent-a489e3ead41c9d4a9.jsonl""}"
579,claude,87,2026-05-11T16:43:37.974000+00:00,2,224,3972,71136,226,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED]\\subagents\\agent-a489e3ead41c9d4a9.jsonl""}"
580,claude,87,2026-05-11T16:43:39.846000+00:00,3,2,2813,75108,5,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED]\\subagents\\agent-a489e3ead41c9d4a9.jsonl""}"
581,claude,87,2026-05-11T16:43:40.958000+00:00,3,194,2813,75108,197,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED]\\subagents\\agent-a489e3ead41c9d4a9.jsonl""}"
582,claude,87,2026-05-11T16:44:03.823000+00:00,2,2032,1252,77921,2034,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED]\\subagents\\agent-a489e3ead41c9d4a9.jsonl""}"
583,claude,87,2026-05-11T16:41:25.675000+00:00,3,2,1416,30075,5,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED]\\subagents\\agent-a146be015fe0dfa45.jsonl""}"
584,claude,87,2026-05-11T16:41:26.121000+00:00,3,2,1416,30075,5,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED]\\subagents\\agent-a146be015fe0dfa45.jsonl""}"
585,claude,87,2026-05-11T16:41:26.243000+00:00,3,221,1416,30075,224,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED]\\subagents\\agent-a146be015fe0dfa45.jsonl""}"
586,claude,87,2026-05-11T16:41:31.738000+00:00,59,2,2329,31491,61,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED]\\subagents\\agent-a146be015fe0dfa45.jsonl""}"
