id,provider,session_id,timestamp,input_tokens,output_tokens,cache_creation_tokens,cache_read_tokens,total_tokens,estimated_cost,usage_percent,reset_at,accuracy,source,metadata_json
251,claude,84,2026-05-12T22:07:46.316000+00:00,1,2497,745,74417,2498,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED].jsonl""}"
252,claude,84,2026-05-12T22:08:08.395000+00:00,1,2497,745,74417,2498,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED].jsonl""}"
253,claude,84,2026-05-12T22:08:17.363000+00:00,1,277,2564,75162,278,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED].jsonl""}"
254,claude,84,2026-05-12T22:08:20.669000+00:00,1,277,2564,75162,278,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED].jsonl""}"
255,claude,84,2026-05-12T22:08:32.964000+00:00,1,276,346,77726,277,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED].jsonl""}"
256,claude,84,2026-05-12T22:09:15.888000+00:00,3,316,292,78072,319,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED].jsonl""}"
257,claude,84,2026-05-12T22:09:16.773000+00:00,3,316,292,78072,319,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED].jsonl""}"
258,claude,84,2026-05-12T22:09:18.710000+00:00,3,316,292,78072,319,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED].jsonl""}"
259,claude,84,2026-05-12T22:09:31.262000+00:00,1,830,752,78364,831,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED].jsonl""}"
260,claude,84,2026-05-12T22:09:39.266000+00:00,1,830,752,78364,831,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED].jsonl""}"
261,claude,84,2026-05-12T22:11:11.407000+00:00,3,1180,855,79116,1183,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED].jsonl""}"
262,claude,84,2026-05-12T22:11:19.423000+00:00,3,1180,855,79116,1183,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED].jsonl""}"
263,claude,84,2026-05-12T22:13:02.625000+00:00,3,513,1243,79971,516,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED].jsonl""}"
264,claude,84,2026-05-12T22:13:09.801000+00:00,3,513,1243,79971,516,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED].jsonl""}"
265,claude,84,2026-05-12T22:13:16.668000+00:00,1,278,661,81214,279,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED].jsonl""}"
266,claude,84,2026-05-12T22:13:27.412000+00:00,1,110,354,81875,111,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED].jsonl""}"
267,claude,84,2026-05-12T22:14:24.454000+00:00,3,87,147,82229,90,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED].jsonl""}"
268,claude,84,2026-05-12T22:14:30.269000+00:00,1,1380,4900,82376,1381,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED].jsonl""}"
269,claude,84,2026-05-12T22:14:30.340000+00:00,1,1380,4900,82376,1381,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED].jsonl""}"
270,claude,84,2026-05-12T22:14:41.595000+00:00,1,1380,4900,82376,1381,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED].jsonl""}"
271,claude,84,2026-05-12T22:14:43.192000+00:00,1,1380,4900,82376,1381,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED].jsonl""}"
272,claude,84,2026-05-12T22:14:45.219000+00:00,1,1380,4900,82376,1381,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED].jsonl""}"
273,claude,84,2026-05-12T22:14:53.734000+00:00,1,265,1690,87276,266,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED].jsonl""}"
274,claude,84,2026-05-12T22:16:58.182000+00:00,3,286,324,88966,289,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED].jsonl""}"
275,claude,84,2026-05-12T22:16:58.666000+00:00,3,286,324,88966,289,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED].jsonl""}"
276,claude,84,2026-05-12T22:16:59.466000+00:00,3,286,324,88966,289,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED].jsonl""}"
277,claude,84,2026-05-12T22:16:59.748000+00:00,3,286,324,88966,289,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED].jsonl""}"
278,claude,84,2026-05-12T22:18:30.085000+00:00,1,9355,12235,89290,9356,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED].jsonl""}"
279,claude,84,2026-05-12T22:18:30.088000+00:00,1,9355,12235,89290,9356,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED].jsonl""}"
280,claude,84,2026-05-12T22:18:47.758000+00:00,1,9355,12235,89290,9356,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED].jsonl""}"
281,claude,84,2026-05-12T22:19:01.866000+00:00,1,834,9408,101525,835,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED].jsonl""}"
282,claude,84,2026-05-12T22:19:11.401000+00:00,1,221,905,110933,222,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED].jsonl""}"
283,claude,84,2026-05-12T22:19:13.098000+00:00,1,221,905,110933,222,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED].jsonl""}"
284,claude,84,2026-05-12T22:19:23.985000+00:00,1,640,309,111838,641,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED].jsonl""}"
285,claude,84,2026-05-12T22:19:31.856000+00:00,1,360,709,112147,361,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED].jsonl""}"
286,claude,84,2026-05-12T22:19:38.512000+00:00,1,402,429,112856,403,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED].jsonl""}"
287,claude,84,2026-05-12T22:19:41.603000+00:00,1,121,559,113285,122,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED].jsonl""}"
288,claude,84,2026-05-12T22:19:48.876000+00:00,1,718,665,113844,719,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED].jsonl""}"
289,claude,84,2026-05-12T22:19:56.564000+00:00,1,444,879,114509,445,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED].jsonl""}"
290,claude,84,2026-05-12T22:20:06.973000+00:00,3,726,650,115388,729,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED].jsonl""}"
291,claude,84,2026-05-12T22:20:07.806000+00:00,3,726,650,115388,729,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED].jsonl""}"
292,claude,84,2026-05-12T22:20:10.349000+00:00,3,726,650,115388,729,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED].jsonl""}"
293,claude,84,2026-05-12T22:20:14.262000+00:00,1,144,836,116038,145,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED].jsonl""}"
294,claude,84,2026-05-12T22:20:18.861000+00:00,1,121,410,116874,122,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED].jsonl""}"
295,claude,84,2026-05-12T22:20:24.347000+00:00,1,404,301,117284,405,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED].jsonl""}"
296,claude,84,2026-05-12T22:20:28.753000+00:00,1,515,473,117585,516,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED].jsonl""}"
297,claude,84,2026-05-12T22:20:32.678000+00:00,1,515,473,117585,516,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED].jsonl""}"
298,claude,84,2026-05-12T22:20:36.826000+00:00,1,323,584,118058,324,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED].jsonl""}"
299,claude,84,2026-05-12T22:20:39.995000+00:00,1,323,584,118058,324,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED].jsonl""}"
300,claude,84,2026-05-12T22:20:48.292000+00:00,1,568,484,118642,569,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED].jsonl""}"
301,claude,84,2026-05-12T22:20:53.153000+00:00,3,693,772,119126,696,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED].jsonl""}"
302,claude,84,2026-05-12T22:20:54.727000+00:00,3,693,772,119126,696,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED].jsonl""}"
303,claude,84,2026-05-12T22:20:58.313000+00:00,3,693,772,119126,696,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED].jsonl""}"
304,claude,84,2026-05-12T22:21:02.589000+00:00,3,1965,901,119898,1968,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED].jsonl""}"
305,claude,84,2026-05-12T22:21:03.245000+00:00,3,1965,901,119898,1968,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED].jsonl""}"
306,claude,84,2026-05-12T22:21:18.867000+00:00,3,1965,901,119898,1968,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED].jsonl""}"
307,claude,84,2026-05-12T22:21:30.293000+00:00,1,434,2036,120799,435,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED].jsonl""}"
308,claude,84,2026-05-12T23:07:48.210000+00:00,3,740,107378,15886,743,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED].jsonl""}"
309,claude,84,2026-05-12T23:07:48.706000+00:00,3,740,107378,15886,743,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED].jsonl""}"
310,claude,84,2026-05-12T23:07:55.006000+00:00,3,740,107378,15886,743,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED].jsonl""}"
311,claude,84,2026-05-12T23:08:00.253000+00:00,1,179,812,123264,180,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED].jsonl""}"
312,claude,84,2026-05-12T23:08:06.404000+00:00,1,315,248,124076,316,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED].jsonl""}"
313,claude,84,2026-05-12T23:08:18.256000+00:00,1,327,476,124324,328,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED].jsonl""}"
314,claude,84,2026-05-12T23:11:12.706000+00:00,3,231,3636,124800,234,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED].jsonl""}"
315,claude,84,2026-05-12T23:11:13.579000+00:00,3,231,3636,124800,234,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED].jsonl""}"
316,claude,84,2026-05-12T23:11:13.945000+00:00,3,231,3636,124800,234,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED].jsonl""}"
317,claude,84,2026-05-12T23:11:14.381000+00:00,3,231,3636,124800,234,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED].jsonl""}"
318,claude,84,2026-05-12T23:11:18.939000+00:00,1,182,1923,128436,183,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED].jsonl""}"
319,claude,84,2026-05-12T23:11:19.182000+00:00,1,182,1923,128436,183,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED].jsonl""}"
320,claude,84,2026-05-12T23:11:24.832000+00:00,84,242,404,130359,326,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED].jsonl""}"
321,claude,84,2026-05-12T23:11:25.217000+00:00,84,242,404,130359,326,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED].jsonl""}"
322,claude,84,2026-05-12T23:11:25.580000+00:00,84,242,404,130359,326,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED].jsonl""}"
323,claude,84,2026-05-12T23:11:30.158000+00:00,1,171,1584,130763,172,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED].jsonl""}"
324,claude,84,2026-05-12T23:11:30.377000+00:00,1,171,1584,130763,172,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED].jsonl""}"
325,claude,84,2026-05-12T23:12:18.320000+00:00,1,2246,8810,132347,2247,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED].jsonl""}"
326,claude,84,2026-05-12T23:12:18.323000+00:00,1,2246,8810,132347,2247,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED].jsonl""}"
327,claude,84,2026-05-12T23:12:18.336000+00:00,1,2246,8810,132347,2247,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED].jsonl""}"
328,claude,84,2026-05-12T23:13:04.451000+00:00,1,3073,3262,141157,3074,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED].jsonl""}"
329,claude,84,2026-05-12T23:13:06.889000+00:00,1,3073,3262,141157,3074,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED].jsonl""}"
330,claude,84,2026-05-12T23:13:09.220000+00:00,1,3073,3262,141157,3074,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED].jsonl""}"
331,claude,84,2026-05-12T23:13:11.361000+00:00,1,3073,3262,141157,3074,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED].jsonl""}"
332,claude,84,2026-05-12T23:13:19.984000+00:00,1,570,3251,144419,571,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED].jsonl""}"
333,claude,84,2026-05-12T23:13:26.538000+00:00,1,461,643,147670,462,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED].jsonl""}"
334,claude,84,2026-05-12T23:13:30.265000+00:00,1,461,643,147670,462,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED].jsonl""}"
335,claude,84,2026-05-12T23:13:34.857000+00:00,1,2032,534,148313,2033,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED].jsonl""}"
336,claude,84,2026-05-12T23:13:54.476000+00:00,1,2032,534,148313,2033,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED].jsonl""}"
337,claude,84,2026-05-12T23:14:00.018000+00:00,1,601,2201,148847,602,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED].jsonl""}"
338,claude,84,2026-05-12T23:14:05.571000+00:00,1,601,2201,148847,602,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED].jsonl""}"
339,claude,84,2026-05-12T23:14:43.327000+00:00,1,3355,677,151048,3356,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED].jsonl""}"
340,claude,84,2026-05-12T23:14:48.656000+00:00,1,439,3431,151725,440,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED].jsonl""}"
341,claude,84,2026-05-12T23:14:52.713000+00:00,1,439,3431,151725,440,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED].jsonl""}"
342,claude,84,2026-05-12T23:15:03.894000+00:00,1,616,515,155156,617,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED].jsonl""}"
343,claude,84,2026-05-12T23:15:11.103000+00:00,1,399,691,155671,400,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED].jsonl""}"
344,claude,84,2026-05-12T23:15:15.523000+00:00,1,487,475,156362,488,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED].jsonl""}"
345,claude,84,2026-05-12T23:15:24.633000+00:00,1,487,475,156362,488,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED].jsonl""}"
346,claude,84,2026-05-12T23:15:31.352000+00:00,1,279,556,156837,280,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED].jsonl""}"
347,claude,84,2026-05-12T23:15:40.339000+00:00,1,327,440,157393,328,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED].jsonl""}"
348,claude,84,2026-05-12T23:18:57.433000+00:00,3,2028,147461,15886,2031,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED].jsonl""}"
349,claude,84,2026-05-12T23:18:58.950000+00:00,3,2028,147461,15886,2031,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED].jsonl""}"
350,claude,84,2026-05-12T23:19:03.690000+00:00,3,2028,147461,15886,2031,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED].jsonl""}"
351,claude,84,2026-05-12T23:19:11.403000+00:00,1,123,2103,163347,124,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED].jsonl""}"
352,claude,84,2026-05-12T23:23:42.453000+00:00,3,7712,150,165450,7715,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED].jsonl""}"
353,claude,84,2026-05-12T23:23:43.378000+00:00,3,7712,150,165450,7715,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED].jsonl""}"
354,claude,84,2026-05-12T23:23:45.043000+00:00,3,7712,150,165450,7715,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED].jsonl""}"
355,claude,84,2026-05-12T23:27:03.919000+00:00,3,143,23153,15886,146,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED].jsonl""}"
356,claude,84,2026-05-12T23:27:04.495000+00:00,3,143,23153,15886,146,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED].jsonl""}"
357,claude,84,2026-05-12T23:27:14.042000+00:00,1,382,6844,39039,383,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED].jsonl""}"
358,claude,84,2026-05-12T23:27:14.043000+00:00,1,382,6844,39039,383,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED].jsonl""}"
359,claude,84,2026-05-12T23:27:14.689000+00:00,1,382,6844,39039,383,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED].jsonl""}"
360,claude,84,2026-05-12T23:28:03.157000+00:00,1,3565,2145,45883,3566,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED].jsonl""}"
361,claude,84,2026-05-12T23:28:03.443000+00:00,1,3565,2145,45883,3566,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED].jsonl""}"
362,claude,84,2026-05-12T23:28:09.981000+00:00,1,3565,2145,45883,3566,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED].jsonl""}"
363,claude,84,2026-05-12T23:28:20.276000+00:00,1,174,3655,48028,175,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED].jsonl""}"
364,claude,84,2026-05-12T21:58:00.699000+00:00,3,2,17359,0,5,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED]\\subagents\\agent-ad3d6e07065e51001.jsonl""}"
365,claude,84,2026-05-12T21:58:00.928000+00:00,3,2,17359,0,5,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED]\\subagents\\agent-ad3d6e07065e51001.jsonl""}"
366,claude,84,2026-05-12T21:58:00.950000+00:00,3,2,17359,0,5,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED]\\subagents\\agent-ad3d6e07065e51001.jsonl""}"
367,claude,84,2026-05-12T21:58:01.150000+00:00,3,2,17359,0,5,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED]\\subagents\\agent-ad3d6e07065e51001.jsonl""}"
368,claude,84,2026-05-12T21:58:01.381000+00:00,3,279,17359,0,282,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED]\\subagents\\agent-ad3d6e07065e51001.jsonl""}"
369,claude,84,2026-05-12T21:58:01.460000+00:00,3,279,17359,0,282,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED]\\subagents\\agent-ad3d6e07065e51001.jsonl""}"
370,claude,84,2026-05-12T21:58:05.236000+00:00,331,2,855,17359,333,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED]\\subagents\\agent-ad3d6e07065e51001.jsonl""}"
371,claude,84,2026-05-12T21:58:05.649000+00:00,331,2,855,17359,333,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED]\\subagents\\agent-ad3d6e07065e51001.jsonl""}"
372,claude,84,2026-05-12T21:58:05.875000+00:00,331,2,855,17359,333,,,,real,projects_jsonl,"{""file"": ""C:\\Users\\DISEÑO WEB\\.claude\\projects\\[REDACTED]\\[REDACTED]\\subagents\\agent-ad3d6e07065e51001.jsonl""}"
